agreement,tariffCode,type,thresholdPercent,requiredProcess,preferentialRatePercent,preferentialRateUnit,sourceUrl,sourceVersion,validFrom,validTo
T-MEC,0813.20.02,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0813.20.02,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0813.30.01,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0813.30.01,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0813.40.91,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0813.40.91,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0813.50.01,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0813.50.01,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0814.00.01,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0814.00.01,CTC,,Cosechado o recolectado íntegramente en territorio de las Partes,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.11.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.11.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.11.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.11.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.11.05,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.11.05,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.11.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.11.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.12.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.12.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.12.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.12.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.12.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.12.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.12.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.12.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.21.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.21.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.21.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.21.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.21.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.21.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.21.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.21.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.22.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.22.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.22.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.22.03,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.22.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.22.04,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.22.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.22.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0901.90.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0901.90.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0902.10.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0902.10.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0902.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0902.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0902.30.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0902.30.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0902.40.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0902.40.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0903.00.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0903.00.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0904.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0904.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0904.12.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0904.12.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0904.21.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0904.21.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0904.22.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0904.22.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0905.10.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0905.10.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0905.10.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0905.10.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0905.20.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0905.20.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0905.20.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0905.20.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0906.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0906.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0906.19.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0906.19.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0906.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0906.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0907.10.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0907.10.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0907.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0907.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0908.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0908.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0908.12.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0908.12.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0908.21.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0908.21.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0908.22.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0908.22.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0908.31.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0908.31.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0908.32.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0908.32.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.21.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.21.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.22.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.22.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.31.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.31.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.32.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.32.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.61.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.61.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.61.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.61.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.61.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.61.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.62.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.62.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.62.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.62.02,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0909.62.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0909.62.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0910.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0910.11.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0910.12.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0910.12.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0910.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0910.20.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0910.30.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0910.30.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0910.91.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
TLCUEM,0910.91.01,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/sre/acciones-y-programas/tratado-de-libre-comercio-mexico-union-europea-tlcuem,TLCUEM-2026.1,2026-01-01,
T-MEC,0910.99.99,CTC,,Cambio de capítulo excepto de café o té no originario,0.0,EXEMPT,https://www.gob.mx/t-mec/acciones-y-programas/centro-de-consulta-tmec,T-MEC-2026.1,2026-01-01,
